"","GTAP_Region","CLUM_category","year","NApercent","ZScore_Index","MaxMin_Index"
"1446","Mauritius","Government",2007,0,-0.00913685720443277,0.566205353907308
"1447","Mauritius","Gross Fixed Capital Formation",2007,0,0.190787234701364,0.448084537660662
"1448","Mauritius","Housing",2007,28.5714285714286,0.783448282195426,0.950884364297138
"1449","Mauritius","Personal Transportation",2007,66.6666666666667,1.00712957691655,0.68368030436996
"1450","Mauritius","Services",2007,23.8095238095238,0.222318930972015,0.659887229310349
"1451","Mauritius","Food",2011,40,0.239155035036969,0.528016734344066
"1452","Mauritius","Government",2011,0,0.0634353356594754,0.518288670718358
"1453","Mauritius","Gross Fixed Capital Formation",2011,0,0.201028114811175,0.428878832167509
"1454","Mauritius","Housing",2011,28.5714285714286,0.765710991533076,0.958965568339074
"1455","Mauritius","Services",2011,19.047619047619,0.332373294220588,0.657208328173004
"1456","Mexico","Food",2004,36.3636363636364,-0.0384218719720974,0.429893694782109
"1457","Mexico","Government",2004,0,0.47070240892295,0.608748300573508
"1458","Mexico","Gross Fixed Capital Formation",2004,20,0.0251547010118136,0.300380266983348
"1459","Mexico","Housing",2004,0,0.0898708809272865,0.722873111986324
"1460","Mexico","Services",2004,0,-0.119241517428589,0.544367965755862
"1461","Mexico","Food",2007,36.3636363636364,0.0242791600932906,0.433935480635257
"1462","Mexico","Government",2007,0,0.341924320985449,0.613797872951857
"1463","Mexico","Gross Fixed Capital Formation",2007,16.6666666666667,-0.216298911481782,0.404309925901478
"1464","Mexico","Housing",2007,14.2857142857143,0.138315843946699,0.751195415527893
"1465","Mexico","Personal Transportation",2007,88.8888888888889,0.148862519064208,0.624708624708625
"1466","Mexico","Services",2007,9.52380952380952,-0.0890243141856958,0.571945815060759
"1467","Mexico","Food",2011,40,-0.0145733906091433,0.468474756425569
"1468","Mexico","Government",2011,0,0.113205796558664,0.524089343198756
"1469","Mexico","Gross Fixed Capital Formation",2011,0,-0.0858895266720545,0.391147837312907
"1470","Mexico","Housing",2011,0,0.349896191924064,0.799778471886205
"1471","Mexico","Services",2011,9.52380952380952,0.0201412814247221,0.592909115081535
"1472","Mongolia","Food",2004,18.1818181818182,-0.131289498052278,0.573101463782724
"1473","Mongolia","Government",2004,10,0.0793116168692046,0.516480585322425
"1474","Mongolia","Gross Fixed Capital Formation",2004,60,-0.259181564270554,0.364363795328677
"1475","Mongolia","Housing",2004,16.6666666666667,-0.746378535011526,0.480613324376042
"1476","Mongolia","Services",2004,16.6666666666667,-0.223455020761649,0.452439813391362
"1477","Mongolia","Food",2007,54.5454545454545,-0.813681545306112,0.39448269675101
"1478","Mongolia","Government",2007,9.09090909090909,-0.235068777425298,0.494852763688719
"1479","Mongolia","Gross Fixed Capital Formation",2007,16.6666666666667,0.190180639137179,0.506641790525654
"1480","Mongolia","Housing",2007,14.2857142857143,-0.485621416043555,0.538860377540759
"1481","Mongolia","Personal Transportation",2007,88.8888888888889,-0.912673479602724,0.447552447552448
"1482","Mongolia","Services",2007,19.047619047619,-0.22504088267211,0.507978157021917
"1483","Mongolia","Food",2011,50,-0.604454011941416,0.425407877325747
"1484","Mongolia","Government",2011,8.33333333333333,-0.369779180309978,0.41383579803277
"1485","Mongolia","Gross Fixed Capital Formation",2011,0,-0.386619142224156,0.294489156261928
"1486","Mongolia","Housing",2011,14.2857142857143,-0.458671712561526,0.570644922935081
"1487","Mongolia","Services",2011,23.8095238095238,-0.274132157387882,0.513549601952501
"1488","Morocco","Food",2004,45.4545454545455,-0.11009133583278,0.483081296110037
"1489","Morocco","Goods",2004,0,0.657147257779199,0.517025404960403
"1490","Morocco","Gross Fixed Capital Formation",2004,20,-0.227292782895231,0.258722052989939
"1491","Morocco","Housing",2004,0,-0.0704468239856745,0.712998620208789
"1492","Morocco","Personal Transportation",2004,20,0.280189796070202,0.659792588430296
"1493","Morocco","Services",2004,11.1111111111111,-0.373548902428878,0.482367600741693
"1494","Morocco","Food",2007,45.4545454545455,-0.369884935326562,0.449485074280419
"1495","Morocco","Goods",2007,16.6666666666667,0.809742163707844,0.582984170594641
"1496","Morocco","Gross Fixed Capital Formation",2007,0,-0.17154958670102,0.37300827544684
"1497","Morocco","Housing",2007,14.2857142857143,-0.0196167672531493,0.744433259282475
"1498","Morocco","Personal Transportation",2007,55.5555555555556,0.437016476524568,0.576169700619331
"1499","Morocco","Services",2007,19.047619047619,-0.370201562108485,0.518850272416918
"1500","Morocco","Food",2011,0,0.184328859007615,0.599743643349483
"1501","Morocco","Goods",2011,44.4444444444444,0.978426701214101,0.829517113571914
"1502","Morocco","Gross Fixed Capital Formation",2011,16.6666666666667,-0.0479238443615827,0.364538806685402
"1503","Morocco","Housing",2011,14.2857142857143,0.0759095935429186,0.784599304233915
"1504","Morocco","Services",2011,19.047619047619,-0.224850151618512,0.559124914817017
"1505","Mozambique","Food",2004,54.5454545454545,-0.970012517436599,0.342397737401445
"1506","Mozambique","Government",2004,40,-0.242105176186007,0.614899777582611
"1507","Mozambique","Gross Fixed Capital Formation",2004,60,-1.39505501399669,0.0816835460361483
"1508","Mozambique","Housing",2004,16.6666666666667,-1.83855169356597,0.187264801071237
"1509","Mozambique","Services",2004,33.3333333333333,-1.31452517631276,0.357954379169354
"1510","Mozambique","Food",2007,54.5454545454545,-1.07584230460522,0.352137329675511
"1511","Mozambique","Gross Fixed Capital Formation",2007,33.3333333333333,-0.790100728755354,0.334439266917457
"1512","Mozambique","Housing",2007,14.2857142857143,-1.68245076956475,0.205716681904438
"1513","Mozambique","Personal Transportation",2007,66.6666666666667,-0.58753975101887,0.339907868496177
"1514","Mozambique","Services",2007,19.047619047619,-1.11347201011139,0.363559118583708
"1515","Mozambique","Food",2011,10,-0.428974091983969,0.507533672485997
"1516","Mozambique","Gross Fixed Capital Formation",2011,33.3333333333333,-0.801047128243553,0.2279752266033
"1517","Mozambique","Housing",2011,14.2857142857143,-1.63478983469242,0.242524065766576
"1518","Mozambique","Services",2011,19.047619047619,-1.01401385264457,0.389791575885314
"1519","Namibia","Food",2004,54.5454545454545,-0.5891561963822,0.474356146357866
"1520","Namibia","Goods",2004,16.6666666666667,0.503191703992799,0.420692359744176
"1521","Namibia","Gross Fixed Capital Formation",2004,40,-0.284232782545888,0.244376207850114
"1522","Namibia","Housing",2004,16.6666666666667,-0.918579269224433,0.431167460556543
"1523","Namibia","Services",2004,38.8888888888889,-0.237080802926086,0.575027447196372
"1524","Namibia","Food",2007,18.1818181818182,-0.432048074218715,0.530163717676844
"1525","Namibia","Goods",2007,16.6666666666667,0.636547923603631,0.525661184232851
"1526","Namibia","Gross Fixed Capital Formation",2007,16.6666666666667,-0.00832697589129127,0.446433904703383
"1527","Namibia","Housing",2007,28.5714285714286,-0.993682207966789,0.441602009995601
"1528","Namibia","Personal Transportation",2007,22.2222222222222,-0.360398884297425,0.471790809234554
"1529","Namibia","Services",2007,38.0952380952381,-0.226445618067153,0.516506053057751
"1530","Namibia","Food",2011,50,-1.35589750179328,0.320687651860459
"1531","Namibia","Government",2011,58.3333333333333,0.0867214476678466,0.462613749320401
"1532","Namibia","Gross Fixed Capital Formation",2011,16.6666666666667,0.0878994352024666,0.429422993770336
"1533","Namibia","Housing",2011,14.2857142857143,-0.910773390150148,0.451581963633946
"1534","Namibia","Services",2011,61.9047619047619,-0.54792360167002,0.314231468699931
"1535","Nepal","Food",2004,45.4545454545455,-0.0935783462637146,0.486931258040956
"1536","Nepal","Government",2004,20,0.323055982522582,0.514325607858134
"1537","Nepal","Gross Fixed Capital Formation",2004,60,0.0939900335101103,0.341111803182179
"1538","Nepal","Housing",2004,16.6666666666667,-1.04507006000343,0.370275760149596
"1539","Nepal","Services",2004,38.8888888888889,-0.787394826091415,0.4230612177616
"1540","Nepal","Food",2007,45.4545454545455,-0.124991101718761,0.476118255685384
"1541","Nepal","Government",2007,18.1818181818182,0.315891061072494,0.549594147957598
"1542","Nepal","Gross Fixed Capital Formation",2007,33.3333333333333,0.258243707616063,0.576742265243126
"1543","Nepal","Housing",2007,14.2857142857143,-0.723786420484765,0.45172054597542
"1544","Nepal","Personal Transportation",2007,88.8888888888889,-1.12218716355014,0.412587412587413
"1545","Nepal","Services",2007,23.8095238095238,-0.743719861408027,0.430988258822989
"1546","Nepal","Food",2011,10,-0.286229031847517,0.530965502506944
"1547","Nepal","Government",2011,16.6666666666667,0.268856100574257,0.482227843292805
"1548","Nepal","Gross Fixed Capital Formation",2011,0,-0.629873878364487,0.266135981603897
"1549","Nepal","Housing",2011,14.2857142857143,-0.649363974820822,0.496249240591749
"1550","Nepal","Services",2011,23.8095238095238,-0.390663421320854,0.483963509260186
"1551","Netherlands","Food",2004,45.4545454545455,0.914799900811148,0.611864131996368
"1552","Netherlands","Government",2004,10,0.610048689411918,0.627414983284366
"1553","Netherlands","Gross Fixed Capital Formation",2004,0,0.31151612093358,0.325637114975216
"1554","Netherlands","Housing",2004,0,0.998783097729418,0.993167651829404
"1555","Netherlands","Services",2004,27.7777777777778,0.898956842272535,0.79658379864993
"1556","Netherlands","Food",2007,45.4545454545455,0.60403292209418,0.57272077431352
"1557","Netherlands","Government",2007,9.09090909090909,0.415970778240156,0.602649408474748
"1558","Netherlands","Gross Fixed Capital Formation",2007,16.6666666666667,0.264447598715031,0.474966208149896
"1559","Netherlands","Housing",2007,14.2857142857143,0.96190091439896,0.993134632041288
"1560","Netherlands","Personal Transportation",2007,88.8888888888889,2.39764272676652,1
"1561","Netherlands","Services",2007,38.0952380952381,0.809381581874071,0.757626693996802
"1562","Netherlands","Food",2011,50,0.671971695558805,0.621910545759112
"1563","Netherlands","Government",2011,16.6666666666667,0.456676632283532,0.583006845382931
"1564","Netherlands","Gross Fixed Capital Formation",2011,16.6666666666667,0.614812212840674,0.563614023221184
"1565","Netherlands","Housing",2011,14.2857142857143,0.912928185962532,0.993099687469012
"1566","Netherlands","Services",2011,28.5714285714286,0.722149248390045,0.754230468451261
"1567","New Zealand","Food",2004,54.5454545454545,2.00257182651808,0.836733951349131
"1568","New Zealand","Government",2004,20,0.438254317803447,0.581961300044026
"1569","New Zealand","Gross Fixed Capital Formation",2004,20,0.249765966628212,0.377575994655023
"1570","New Zealand","Housing",2004,0,0.91675473651306,0.968245046227847
"1571","New Zealand","Services",2004,33.3333333333333,0.598439465298024,0.701887855798224
"1572","New Zealand","Food",2007,45.4545454545455,1.54353200830221,0.702153411599157
"1573","New Zealand","Government",2007,18.1818181818182,0.361870935565004,0.622780345958858
"1574","New Zealand","Gross Fixed Capital Formation",2007,16.6666666666667,0.220172419770057,0.479094639978936
"1575","New Zealand","Housing",2007,14.2857142857143,0.888843265786662,0.971185478507194
"1576","New Zealand","Personal Transportation",2007,88.8888888888889,1.44784735953822,0.841491841491841
"1577","New Zealand","Services",2007,42.8571428571429,0.719132863442541,0.739171408228668
"1578","New Zealand","Food",2011,50,1.63434858752109,0.777008477648737
"1579","New Zealand","Government",2011,25,0.363610819060257,0.593560325108977
"1580","New Zealand","Gross Fixed Capital Formation",2011,16.6666666666667,0.552585878815967,0.558448336805293
"1581","New Zealand","Housing",2011,14.2857142857143,0.852520276264458,0.975137323249621
"1582","New Zealand","Services",2011,38.0952380952381,0.609131085969982,0.692264227007304
"1583","Nicaragua","Food",2004,18.1818181818182,-0.106513459382148,0.614199098621606
"1584","Nicaragua","Gross Fixed Capital Formation",2004,20,0.131690329366515,0.300730610469776
"1585","Nicaragua","Housing",2004,16.6666666666667,-0.318188306207455,0.596960558280062
"1586","Nicaragua","Services",2004,16.6666666666667,-0.305342668673256,0.47467418624541
"1587","Nicaragua","Food",2007,54.5454545454545,-0.576195659231349,0.43268482729815
"1588","Nicaragua","Gross Fixed Capital Formation",2007,0,-0.109562288985565,0.402606287504836
"1589","Nicaragua","Housing",2007,28.5714285714286,-0.313818513434297,0.621190888265592
"1590","Nicaragua","Personal Transportation",2007,88.8888888888889,-0.996478953181692,0.433566433566434
"1591","Nicaragua","Services",2007,19.047619047619,-0.236328525565596,0.517766521360024
"1592","Nicaragua","Food",2011,50,-0.523000006694809,0.434777053803564
"1593","Nicaragua","Government",2011,41.6666666666667,0.0171912358852397,0.494590553419004
"1594","Nicaragua","Gross Fixed Capital Formation",2011,16.6666666666667,-0.66839818205619,0.253121092033134
"1595","Nicaragua","Housing",2011,28.5714285714286,-0.279808866701934,0.653676662183662
"1596","Nicaragua","Services",2011,47.6190476190476,-0.164085573870447,0.425143716875758
"1597","Nigeria","Food",2004,36.3636363636364,-0.394588400561619,0.381615513762569
"1598","Nigeria","Goods",2004,0,-0.0941329042994666,0.30876614592161
"1599","Nigeria","Gross Fixed Capital Formation",2004,80,-0.834673582367516,0.511175066666667
"1600","Nigeria","Housing",2004,0,-1.25001017732199,0.303116951217901
"1601","Nigeria","Personal Transportation",2004,90,-0.476032340155036,0.15
"1602","Nigeria","Services",2004,27.7777777777778,-0.887806610998868,0.405763490858113
"1603","Nigeria","Food",2007,9.09090909090909,-0.597797389872024,0.432035372237311
"1604","Nigeria","Goods",2007,0,-0.180393030898073,0.34528852030347
"1605","Nigeria","Gross Fixed Capital Formation",2007,16.6666666666667,-0.593068648431757,0.322282871866027
"1606","Nigeria","Housing",2007,14.2857142857143,-1.29171101157588,0.315881068821253
"1607","Nigeria","Personal Transportation",2007,66.6666666666667,-0.57441349333581,0.331233115658598
"1608","Nigeria","Services",2007,28.5714285714286,-0.79511625632532,0.403765689805736
"1609","Nigeria","Food",2011,10,-0.369660684326266,0.532225938783859
"1610","Nigeria","Gross Fixed Capital Formation",2011,16.6666666666667,-0.579418275969056,0.328866754645893
"1611","Nigeria","Housing",2011,0,-1.15335560664451,0.346857637756238
"1612","Nigeria","Services",2011,42.8571428571429,-0.6513607259241,0.446445489776852
"1613","Norway","Food",2004,36.3636363636364,0.474071829371761,0.505507969733866
"1614","Norway","Government",2004,10,1.04400393329838,0.709135612396098
"1615","Norway","Gross Fixed Capital Formation",2004,0,0.276585675574834,0.323593465205659
"1616","Norway","Housing",2004,0,0.866698626003237,0.953083400370613
"1617","Norway","Services",2004,22.2222222222222,0.87323129097687,0.782273331554003
"1618","Norway","Food",2007,45.4545454545455,0.202091370256552,0.520162441955621
"1619","Norway","Government",2007,9.09090909090909,0.709168839742718,0.641367439964647
"1620","Norway","Gross Fixed Capital Formation",2007,0,0.20019143896339,0.421956540920799
"1621","Norway","Housing",2007,14.2857142857143,0.831436644086293,0.954047546516028
"1622","Norway","Personal Transportation",2007,88.8888888888889,1.74116651706461,0.89044289044289
